Season,Zone,Region,District,LZ System,LZ Type,Livelihood Zone,LZ pop..,"Stressed
IPC Phase 2","Crisis
IPC Phase 3","Emergency
IPC Phase 4","Catastrophe
IPC Phase 5"
2018 (Feb-Jun),South,Bakool,Waajid,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"36,901","4,151","17,067",0,0
2018 (Feb-Jun),South,Bakool,Waajid,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","4,855",874,0,0,0
2018 (Feb-Jun),South,Bakool,Xudur,URBAN,Urban,URBAN,"19,992","3,749","5,998",0,0
2018 (Feb-Jun),South,Bakool,Ceel Barde,URBAN,Urban,URBAN,"4,626","1,388",463,0,0
2018 (Feb-Jun),South,Bakool,Tayeeglow,URBAN,Urban,URBAN,"17,898","5,369","1,790",0,0
2018 (Feb-Jun),South,Bakool,Waajid,URBAN,Urban,URBAN,"19,413","3,640","5,824",0,0
2018 (Feb-Jun),South,Bakool,Xudur,IDP,IDP,IDP,"4,800","1,200","3,600",0,0
2018 (Feb-Jun),South,Bakool,Ceel Barde,IDP,IDP,IDP,"3,000","2,250",750,0,0
2018 (Feb-Jun),South,Bakool,Tayeeglow,IDP,IDP,IDP,"7,200","5,400","1,800",0,0
2018 (Feb-Jun),South,Bakool,Waajid,IDP,IDP,IDP,"9,000","2,250","6,750",0,0
2017 (Aug-Dec),South,Bakool,Xudur,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"42,055","4,731","12,091","7,360",0
2017 (Aug-Dec),South,Bakool,Xudur,Agro-Pastoral,Rural,Southern Agro-Pastoral,"42,055","4,920","12,540","7,620",0
2017 (Aug-Dec),South,Bakool,Ceel Barde,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","51,503","6,309","15,580","9,271",0
2017 (Aug-Dec),South,Bakool,Tayeeglow,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"23,317","2,623","6,704","4,080",0
2017 (Aug-Dec),South,Bakool,Tayeeglow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"23,317","2,728","6,952","4,225",0
2017 (Aug-Dec),South,Bakool,Tayeeglow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","1,943",238,588,350,0
2017 (Aug-Dec),South,Bakool,Waajid,Agro-Pastoral,Rural,Southern Agro-Pastoral,"55,352","6,476","16,504","10,029",0
2017 (Aug-Dec),South,Bakool,Waajid,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"36,901","4,151","10,609","6,458",0
2017 (Aug-Dec),South,Bakool,Waajid,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","4,855",595,"1,469",874,0
2017 (Aug-Dec),South,Bakool,Xudur,URBAN,Urban,URBAN,"19,992","1,749","7,747","1,999",0
2017 (Aug-Dec),South,Bakool,Ceel Barde,URBAN,Urban,URBAN,"4,626","1,388",463,0,0
2017 (Aug-Dec),South,Bakool,Tayeeglow,URBAN,Urban,URBAN,"17,898","5,369","1,790",0,0
2017 (Aug-Dec),South,Bakool,Waajid,URBAN,Urban,URBAN,"19,413","1,699","7,523","1,941",0
2017 (Aug-Dec),South,Bakool,Xudur,IDP,IDP,IDP,"4,800",0,"3,600","1,200",0
2017 (Aug-Dec),South,Bakool,Ceel Barde,IDP,IDP,IDP,"3,000","2,250",750,0,0
2017 (Aug-Dec),South,Bakool,Tayeeglow,IDP,IDP,IDP,"7,200","5,400","1,800",0,0
2017 (Aug-Dec),South,Bakool,Waajid,IDP,IDP,IDP,"9,000",0,"6,750","2,250",0
2019 (Feb-Jun),South,Bakool,Xudur,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"39,114","9,779","7,823",0,0
2019 (Feb-Jun),South,Bakool,Xudur,Agro-Pastoral,Rural,Southern Agro-Pastoral,"39,114","3,911",0,0,0
2019 (Feb-Jun),South,Bakool,Ceel Barde,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","47,902","4,790",0,0,0
2019 (Feb-Jun),South,Bakool,Tayeeglow,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"21,687","5,422","4,337",0,0
2019 (Feb-Jun),South,Bakool,Tayeeglow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"21,687","2,169",0,0,0
2019 (Feb-Jun),South,Bakool,Tayeeglow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","1,807",181,0,0,0
2019 (Feb-Jun),South,Bakool,Waajid,Agro-Pastoral,Rural,Southern Agro-Pastoral,"51,481","5,148",0,0,0
2019 (Feb-Jun),South,Bakool,Waajid,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"34,321","8,580","6,864",0,0
2019 (Feb-Jun),South,Bakool,Waajid,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","4,516",452,0,0,0
2019 (Feb-Jun),South,Bakool,Xudur,Urban,Urban,Urban,"18,594","1,859",0,0,0
2019 (Feb-Jun),South,Bakool,Ceel Barde,Urban,Urban,Urban,"4,303",430,0,0,0
2019 (Feb-Jun),South,Bakool,Tayeeglow,Urban,Urban,Urban,"16,646","1,665",0,0,0
2019 (Feb-Jun),South,Bakool,Waajid,Urban,Urban,Urban,"18,056","1,806",0,0,0
2019 (Feb-Jun),South,Bakool,Xudur,IDP_Urb,IDP,IDP_Urb,"18,532","4,633",0,0,0
2019 (Feb-Jun),South,Bakool,Ceel Barde,IDP_Urb,IDP,IDP_Urb,"9,667","2,417",0,0,0
2019 (Feb-Jun),South,Bakool,Tayeeglow,IDP_Urb,IDP,IDP_Urb,"1,000",250,0,0,0
2019 (Feb-Jun),South,Bakool,Waajid,IDP_Urb,IDP,IDP_Urb,"13,975","3,494",0,0,0
2019 (Feb-Jun),South,Bakool,Xudur,IDP_Rur,IDP,IDP_Rur,"4,468",782,445,0,0
2019 (Feb-Jun),South,Bakool,Ceel Barde,IDP_Rur,IDP,IDP_Rur,333,33,0,0,0
2019 (Feb-Jun),South,Bakool,Tayeeglow,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2019 (Feb-Jun),South,Bakool,Waajid,IDP_Rur,IDP,IDP_Rur,25,4,2,0,0
2018 (Aug-Dec),South,Bakool,Xudur,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"39,114","10,268","3,423",0,0
2018 (Aug-Dec),South,Bakool,Xudur,Agro-Pastoral,Rural,Southern Agro-Pastoral,"39,114","3,520",0,0,0
2018 (Aug-Dec),South,Bakool,Ceel Barde,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","47,902",0,0,0,0
2018 (Aug-Dec),South,Bakool,Tayeeglow,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"21,687","5,693","1,898",0,0
2018 (Aug-Dec),South,Bakool,Tayeeglow,Agro-Pastoral,Rural,Southern Agro-Pastoral,"21,687","1,952",0,0,0
2018 (Aug-Dec),South,Bakool,Tayeeglow,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","1,807",0,0,0,0
2018 (Aug-Dec),South,Bakool,Waajid,Agro-Pastoral,Rural,Southern Agro-Pastoral,"51,481","4,633",0,0,0
2018 (Aug-Dec),South,Bakool,Waajid,Agro-Pastoral,Rural,Bay-Bakool Agro-pastoral Low Potential,"34,321","9,009","3,003",0,0
2018 (Aug-Dec),South,Bakool,Waajid,Pastoral,Rural,"Southern Inland Pastoral (Camel, Goats, Sheep and Cattle)","4,516",0,0,0,0
2018 (Aug-Dec),South,Bakool,Xudur,Urban,Urban,Urban,"18,594","5,578","1,859",0,0
2018 (Aug-Dec),South,Bakool,Ceel Barde,Urban,Urban,Urban,"4,303",861,0,0,0
2018 (Aug-Dec),South,Bakool,Tayeeglow,Urban,Urban,Urban,"16,646","3,329",0,0,0
2018 (Aug-Dec),South,Bakool,Waajid,Urban,Urban,Urban,"18,056","5,417","1,806",0,0
2018 (Aug-Dec),South,Bakool,Xudur,IDP_Urb,IDP,IDP_Urb,"18,532","13,899","4,633",0,0
2018 (Aug-Dec),South,Bakool,Ceel Barde,IDP_Urb,IDP,IDP_Urb,"9,667","4,834",0,0,0
2018 (Aug-Dec),South,Bakool,Tayeeglow,IDP_Urb,IDP,IDP_Urb,"1,000",500,0,0,0
2018 (Aug-Dec),South,Bakool,Waajid,IDP_Urb,IDP,IDP_Urb,"13,975","10,481","3,494",0,0
2018 (Aug-Dec),South,Bakool,Xudur,IDP_Rur,IDP,IDP_Rur,"4,468",804,179,0,0
2018 (Aug-Dec),South,Bakool,Ceel Barde,IDP_Rur,IDP,IDP_Rur,333,0,0,0,0
2018 (Aug-Dec),South,Bakool,Tayeeglow,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2018 (Aug-Dec),South,Bakool,Waajid,IDP_Rur,IDP,IDP_Rur,25,4,1,0,0
2016 (Feb-Jun),South,Banadir,Banadir,Urban,Urban,Urban,"1,280,939","1,063,179",0,0,0
2016 (Feb-Jun),South,Banadir,Banadir,IDP,IDP,IDP,"369,289",0,"365,596",0,0
2015 (Aug-Dec),South,Banadir,Banadir,IDP,IDP,IDP,"369,289","14,033","322,020","32,128",0
2015 (Aug-Dec),South,Banadir,Banadir,Urban,Urban,Urban,"1,280,939","1,075,989","25,619","12,809",0
2017 (Feb-Jun),South,Banadir,Banadir,URBAN,Urban,URBAN,"1,280,939","384,282","128,094",0,0
2017 (Feb-Jun),South,Banadir,Banadir,IDP,IDP,IDP,"369,289","173,566","169,504","14,402",0
2016 (Aug-Dec),South,Banadir,Banadir,URBAN,Urban,URBAN,"1,280,939","832,610",0,0,0
2016 (Aug-Dec),South,Banadir,Banadir,IDP,IDP,IDP,"369,289",0,"354,517","14,772",0
2018 (Feb-Jun),South,Banadir,Banadir,URBAN,Urban,URBAN,"1,280,939","128,094","51,238",0,0
2018 (Feb-Jun),South,Banadir,Banadir,IDP,IDP,IDP,"369,289","107,094","169,873","48,008",0
2017 (Aug-Dec),South,Banadir,Banadir,URBAN,Urban,URBAN,"1,280,939","294,616","166,522",0,0
2017 (Aug-Dec),South,Banadir,Banadir,IDP,IDP,IDP,"369,289","62,779","140,330","136,637",0
2019 (Feb-Jun),South,Banadir,Banadir,Urban,Urban,Urban,"1,153,228","288,307",0,0,0
2019 (Feb-Jun),South,Banadir,Banadir,IDP_Urb,IDP,IDP_Urb,"497,000","248,500","99,400","49,700",0
2019 (Feb-Jun),South,Banadir,Banadir,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2018 (Aug-Dec),South,Banadir,Banadir,Urban,Urban,Urban,"1,153,228","242,178","34,597",0,0
2018 (Aug-Dec),South,Banadir,Banadir,IDP_Urb,IDP,IDP_Urb,"497,000","213,710","154,070","29,820","4,970"
2018 (Aug-Dec),South,Banadir,Banadir,IDP_Rur,IDP,IDP_Rur,0,0,0,0,0
2016 (Feb-Jun),North East,Bari,Bossaso,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","21,875","3,777","3,777",0,0
2016 (Feb-Jun),North East,Bari,Bossaso,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"3,860",869,290,0,0
2016 (Feb-Jun),North East,Bari,Bandarbayla,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"1,668",334,0,0,0
2016 (Feb-Jun),North East,Bari,Bandarbayla,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"9,453","2,127",709,0,0
2016 (Feb-Jun),North East,Bari,Caluula,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","39,777","6,868","6,868",0,0
2016 (Feb-Jun),North East,Bari,Iskushuban,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"5,480","1,096",0,0,0
2016 (Feb-Jun),North East,Bari,Iskushuban,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"24,660","3,699","3,699",0,0
2016 (Feb-Jun),North East,Bari,Iskushuban,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","24,660","4,258","4,258",0,0
2016 (Feb-Jun),North East,Bari,Qandala,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","40,787","7,043","7,043",0,0
2016 (Feb-Jun),North East,Bari,Qandala,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"4,532","1,020",340,0,0
2016 (Feb-Jun),North East,Bari,Qardho,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"21,966","3,295","3,295",0,0
2016 (Feb-Jun),North East,Bari,Bossaso,Urban,Urban,Urban,"394,831","169,777",0,0,0
2016 (Feb-Jun),North East,Bari,Bandarbayla,Urban,Urban,Urban,"4,360","1,875",0,0,0
2016 (Feb-Jun),North East,Bari,Caluula,Urban,Urban,Urban,"9,209","3,960",0,0,0
2016 (Feb-Jun),North East,Bari,Iskushuban,Urban,Urban,Urban,"3,616","1,555",0,0,0
2016 (Feb-Jun),North East,Bari,Qandala,Urban,Urban,Urban,"6,792","2,921",0,0,0
2016 (Feb-Jun),North East,Bari,Qardho,Urban,Urban,Urban,"52,976","22,780",0,0,0
2016 (Feb-Jun),North East,Bari,Bossaso,IDP,IDP,IDP,"49,000","3,920","44,100",0,0
2016 (Feb-Jun),North East,Bari,Bandarbayla,IDP,IDP,IDP,0,0,0,0,0
2016 (Feb-Jun),North East,Bari,Caluula,IDP,IDP,IDP,0,0,0,0,0
2016 (Feb-Jun),North East,Bari,Iskushuban,IDP,IDP,IDP,0,0,0,0,0
2016 (Feb-Jun),North East,Bari,Qandala,IDP,IDP,IDP,0,0,0,0,0
2016 (Feb-Jun),North East,Bari,Qardho,IDP,IDP,IDP,"10,646","1,703","7,985",958,0
2015 (Aug-Dec),North East,Bari,Bossaso,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","21,875","3,777","3,777",0,0
2015 (Aug-Dec),North East,Bari,Bossaso,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"3,860",579,0,0,0
2015 (Aug-Dec),North East,Bari,Bandarbayla,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"1,668",500,0,0,0
2015 (Aug-Dec),North East,Bari,Bandarbayla,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"9,453","1,418",0,0,0
2015 (Aug-Dec),North East,Bari,Caluula,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","39,777","6,868","6,868",0,0
2015 (Aug-Dec),North East,Bari,Iskushuban,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"5,480","1,644",0,0,0
2015 (Aug-Dec),North East,Bari,Iskushuban,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"24,660","3,699",0,0,0
2015 (Aug-Dec),North East,Bari,Iskushuban,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","24,660","4,258","4,258",0,0
2015 (Aug-Dec),North East,Bari,Qandala,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","40,787","7,043","7,043",0,0
2015 (Aug-Dec),North East,Bari,Qandala,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"4,532",680,0,0,0
2015 (Aug-Dec),North East,Bari,Qardho,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"21,966","3,295",0,0,0
2015 (Aug-Dec),North East,Bari,Bossaso,Urban,Urban,Urban,"394,831","161,881","7,897","3,948",0
2015 (Aug-Dec),North East,Bari,Bandarbayla,Urban,Urban,Urban,"4,360","1,788",87,44,0
2015 (Aug-Dec),North East,Bari,Caluula,Urban,Urban,Urban,"9,209","3,776",184,92,0
2015 (Aug-Dec),North East,Bari,Iskushuban,Urban,Urban,Urban,"3,616","1,483",72,36,0
2015 (Aug-Dec),North East,Bari,Qandala,Urban,Urban,Urban,"6,792","2,785",136,68,0
2015 (Aug-Dec),North East,Bari,Qardho,Urban,Urban,Urban,"52,976","21,720","1,060",530,0
2015 (Aug-Dec),North East,Bari,Bossaso,IDP,IDP,IDP,"49,000","4,900","41,160","1,274",0
2015 (Aug-Dec),North East,Bari,Bandarbayla,IDP,IDP,IDP,0,0,0,0,0
2015 (Aug-Dec),North East,Bari,Caluula,IDP,IDP,IDP,0,0,0,0,0
2015 (Aug-Dec),North East,Bari,Iskushuban,IDP,IDP,IDP,0,0,0,0,0
2015 (Aug-Dec),North East,Bari,Qandala,IDP,IDP,IDP,0,0,0,0,0
2015 (Aug-Dec),North East,Bari,Qardho,IDP,IDP,IDP,"10,646","1,309","8,879",458,0
2017 (Feb-Jun),North East,Bari,Bossaso,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","21,875","4,623","5,666",0,0
2017 (Feb-Jun),North East,Bari,Bossaso,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"3,860",965,772,869,0
2017 (Feb-Jun),North East,Bari,Bandarbayla,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"1,668",334,834,0,0
2017 (Feb-Jun),North East,Bari,Bandarbayla,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"9,453","2,363","1,891","2,127",0
2017 (Feb-Jun),North East,Bari,Caluula,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","39,777","8,406","10,303",0,0
2017 (Feb-Jun),North East,Bari,Iskushuban,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"5,480","1,096","1,096",0,0
2017 (Feb-Jun),North East,Bari,Iskushuban,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"24,660","6,165","4,932","5,548",0
2017 (Feb-Jun),North East,Bari,Iskushuban,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","24,660","5,211","6,387",0,0
2017 (Feb-Jun),North East,Bari,Qandala,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","40,787","8,620","10,564",0,0
2017 (Feb-Jun),North East,Bari,Qandala,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"4,532","1,133",906,"1,020",0
2017 (Feb-Jun),North East,Bari,Qardho,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"21,966","5,492","4,393","4,942",0
2017 (Feb-Jun),North East,Bari,Bossaso,URBAN,Urban,URBAN,"394,831","74,031","83,902",0,0
2017 (Feb-Jun),North East,Bari,Bandarbayla,URBAN,Urban,URBAN,"4,360","1,472",491,0,0
2017 (Feb-Jun),North East,Bari,Caluula,URBAN,Urban,URBAN,"9,209","3,108","1,036",0,0
2017 (Feb-Jun),North East,Bari,Iskushuban,URBAN,Urban,URBAN,"3,616","1,220",407,0,0
2017 (Feb-Jun),North East,Bari,Qandala,URBAN,Urban,URBAN,"6,792","2,292",764,0,0
2017 (Feb-Jun),North East,Bari,Qardho,URBAN,Urban,URBAN,"52,976","17,879","5,960",0,0
2017 (Feb-Jun),North East,Bari,Bossaso,IDP,IDP,IDP,"49,000","19,796","21,364","3,283",0
2017 (Feb-Jun),North East,Bari,Bandarbayla,IDP,IDP,IDP,0,0,0,0,0
2017 (Feb-Jun),North East,Bari,Caluula,IDP,IDP,IDP,0,0,0,0,0
2017 (Feb-Jun),North East,Bari,Iskushuban,IDP,IDP,IDP,0,0,0,0,0
2017 (Feb-Jun),North East,Bari,Qandala,IDP,IDP,IDP,0,0,0,0,0
2017 (Feb-Jun),North East,Bari,Qardho,IDP,IDP,IDP,"10,646","2,076","6,483","2,076",0
2016 (Aug-Dec),North East,Bari,Bossaso,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","21,875","5,666","1,889",0,0
2016 (Aug-Dec),North East,Bari,Bossaso,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"3,860",290,869,0,0
2016 (Aug-Dec),North East,Bari,Bandarbayla,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"1,668",667,0,0,0
2016 (Aug-Dec),North East,Bari,Bandarbayla,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"9,453",709,"2,127",0,0
2016 (Aug-Dec),North East,Bari,Caluula,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","39,777","10,303","3,434",0,0
2016 (Aug-Dec),North East,Bari,Iskushuban,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"5,480","2,192",0,0,0
2016 (Aug-Dec),North East,Bari,Iskushuban,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"24,660","1,849","5,548",0,0
2016 (Aug-Dec),North East,Bari,Iskushuban,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","24,660","6,387","2,129",0,0
2016 (Aug-Dec),North East,Bari,Qandala,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","40,787","10,564","3,521",0,0
2016 (Aug-Dec),North East,Bari,Qandala,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"4,532",340,"1,020",0,0
2016 (Aug-Dec),North East,Bari,Qardho,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"21,966","1,647","4,942",0,0
2016 (Aug-Dec),North East,Bari,Bossaso,URBAN,Urban,URBAN,"394,831","256,640",0,0,0
2016 (Aug-Dec),North East,Bari,Bandarbayla,URBAN,Urban,URBAN,"4,360","2,834",0,0,0
2016 (Aug-Dec),North East,Bari,Caluula,URBAN,Urban,URBAN,"9,209","5,986",0,0,0
2016 (Aug-Dec),North East,Bari,Iskushuban,URBAN,Urban,URBAN,"3,616","2,350",0,0,0
2016 (Aug-Dec),North East,Bari,Qandala,URBAN,Urban,URBAN,"6,792","4,415",0,0,0
2016 (Aug-Dec),North East,Bari,Qardho,URBAN,Urban,URBAN,"52,976","34,434",0,0,0
2016 (Aug-Dec),North East,Bari,Bossaso,IDP,IDP,IDP,"49,000","13,720","26,950",0,0
2016 (Aug-Dec),North East,Bari,Bandarbayla,IDP,IDP,IDP,0,0,0,0,0
2016 (Aug-Dec),North East,Bari,Caluula,IDP,IDP,IDP,0,0,0,0,0
2016 (Aug-Dec),North East,Bari,Iskushuban,IDP,IDP,IDP,0,0,0,0,0
2016 (Aug-Dec),North East,Bari,Qandala,IDP,IDP,IDP,0,0,0,0,0
2016 (Aug-Dec),North East,Bari,Qardho,IDP,IDP,IDP,"10,646","2,874","7,559",106,0
2018 (Feb-Jun),North East,Bari,Bossaso,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","21,875","4,623","5,666",0,0
2018 (Feb-Jun),North East,Bari,Bossaso,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"3,860",483,"1,062",579,0
2018 (Feb-Jun),North East,Bari,Bandarbayla,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"1,668",375,"1,251",0,0
2018 (Feb-Jun),North East,Bari,Bandarbayla,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"9,453","1,182","2,600","1,418",0
2018 (Feb-Jun),North East,Bari,Caluula,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","39,777","3,434","11,841","6,868",0
2018 (Feb-Jun),North East,Bari,Iskushuban,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"5,480","1,233","1,644",0,0
2018 (Feb-Jun),North East,Bari,Iskushuban,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"24,660","3,082","6,781","3,699",0
2018 (Feb-Jun),North East,Bari,Iskushuban,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","24,660","5,211","6,387",0,0
2018 (Feb-Jun),North East,Bari,Qandala,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","40,787","3,521","12,141","7,043",0
2018 (Feb-Jun),North East,Bari,Qandala,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"4,532",566,"1,246",680,0
2018 (Feb-Jun),North East,Bari,Qardho,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"21,966","2,746","6,041","3,295",0
2018 (Feb-Jun),North East,Bari,Bossaso,URBAN,Urban,URBAN,"394,831","157,932",0,0,0
2018 (Feb-Jun),North East,Bari,Bandarbayla,URBAN,Urban,URBAN,"4,360","1,962",0,0,0
2018 (Feb-Jun),North East,Bari,Caluula,URBAN,Urban,URBAN,"9,209","4,144",0,0,0
2018 (Feb-Jun),North East,Bari,Iskushuban,URBAN,Urban,URBAN,"3,616","1,627",0,0,0
2018 (Feb-Jun),North East,Bari,Qandala,URBAN,Urban,URBAN,"6,792","3,056",0,0,0
2018 (Feb-Jun),North East,Bari,Qardho,URBAN,Urban,URBAN,"52,976","23,839",0,0,0
2018 (Feb-Jun),North East,Bari,Bossaso,IDP,IDP,IDP,"49,000","13,230","7,840","3,920",0
2018 (Feb-Jun),North East,Bari,Bandarbayla,IDP,IDP,IDP,0,0,0,0,0
2018 (Feb-Jun),North East,Bari,Caluula,IDP,IDP,IDP,0,0,0,0,0
2018 (Feb-Jun),North East,Bari,Iskushuban,IDP,IDP,IDP,0,0,0,0,0
2018 (Feb-Jun),North East,Bari,Qandala,IDP,IDP,IDP,0,0,0,0,0
2018 (Feb-Jun),North East,Bari,Qardho,IDP,IDP,IDP,"10,646","5,323","2,023",213,0
2017 (Aug-Dec),North East,Bari,Bossaso,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","21,875","2,734","8,400","1,889",0
2017 (Aug-Dec),North East,Bari,Bossaso,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"3,860",483,"1,062",579,0
2017 (Aug-Dec),North East,Bari,Bandarbayla,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"1,668",167,"1,251",0,0
2017 (Aug-Dec),North East,Bari,Bandarbayla,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"9,453","1,182","2,600","1,418",0
2017 (Aug-Dec),North East,Bari,Caluula,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","39,777","4,972","15,275","3,434",0
2017 (Aug-Dec),North East,Bari,Iskushuban,Pastoral,Rural,Coastal Deeh Pastoral and Fishing,"5,480",548,"1,644",0,0
2017 (Aug-Dec),North East,Bari,Iskushuban,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"24,660","3,082","6,781","3,699",0
2017 (Aug-Dec),North East,Bari,Iskushuban,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","24,660","3,082","9,469","2,129",0
2017 (Aug-Dec),North East,Bari,Qandala,Pastoral,Rural,"East Golis (Frankincense, Goats and Fishing)","40,787","5,098","15,663","3,521",0
2017 (Aug-Dec),North East,Bari,Qandala,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"4,532",566,"1,246",680,0
2017 (Aug-Dec),North East,Bari,Qardho,Pastoral,Rural,Northern Inland Pastoral (Goats ands Sheep),"21,966","2,746","6,041","3,295",0
2017 (Aug-Dec),North East,Bari,Bossaso,URBAN,Urban,URBAN,"394,831","157,932",0,0,0
2017 (Aug-Dec),North East,Bari,Bandarbayla,URBAN,Urban,URBAN,"4,360","1,962",0,0,0
2017 (Aug-Dec),North East,Bari,Caluula,URBAN,Urban,URBAN,"9,209","4,144",0,0,0
2017 (Aug-Dec),North East,Bari,Iskushuban,URBAN,Urban,URBAN,"3,616","1,627",0,0,0
2017 (Aug-Dec),North East,Bari,Qandala,URBAN,Urban,URBAN,"6,792","3,056",0,0,0
2017 (Aug-Dec),North East,Bari,Qardho,URBAN,Urban,URBAN,"52,976","23,839",0,0,0
2017 (Aug-Dec),North East,Bari,Bossaso,IDP,IDP,IDP,"49,000","16,660","7,350","3,920",0
2017 (Aug-Dec),North East,Bari,Bandarbayla,IDP,IDP,IDP,0,0,0,0,0
2017 (Aug-Dec),North East,Bari,Caluula,IDP,IDP,IDP,0,0,0,0,0
2017 (Aug-Dec),North East,Bari,Iskushuban,IDP,IDP,IDP,0,0,0,0,0
